# PRDCT-11935 at6-02 — OLD LANE — the REAL gen-1 Go/Temporal lane, tenant prdct11935_ta
# FILE LAST WRITTEN 2026-08-21T03:52:27Z  ·  this stamp is the file's own last-write time; the capture times stated below belong to the
#   measurements themselves, which is why the two can differ when a later round corrected a number.
# onyx branch a2486bb33f · image localhost:5001/onyx/endpoint-asset-ingestion:prdct11935-r26 · captured 2026-08-21T03:04:11Z
#
# CAPTURED ON THE HEAD-EXACT IMAGE. localhost:5001/onyx/endpoint-asset-ingestion:prdct11935-r26 is built from a2486bb33f and proven byte-exact before use
# (4741/4741 head .py files, evidence/at6-12-image-provenance.txt).
#
# WHAT CHANGED THIS ROUND (gate G2). The previous version of this file was a SINGLE dump with no class
# sections at all, which the contract rejects in terms: "with ALL THREE both-lane class sections present
# (created, matched, reingest-skip) — a one-class capture does not satisfy this contract." All three legs
# were re-driven on the head image and each is a section below. They are genuinely independent captures,
# not one dump repeated: the six dumps' sha256 prefixes are printed in each section header.
#
# Normalised dump per class: row ids and timestamps are excluded on purpose — two independent writers
# cannot match them. Content, state and lifecycle columns only, so this file diffs line-for-line against
# at6-03 (the per-class diffs are at6-04a/b/c).

========================================================================================================
=== CLASS SECTION: created   (a first ingest into empty tenants — every row is an INSERT)
=== dump sha256[:12] 9666cc3fe224   — distinct per leg, so this is three captures and not one repeated
========================================================================================================
--- assets by type/sub_type/status/is_deleted
type|sub_type|status|is_deleted|count
AssetTypeDesktopAgent|AssetSubTypeAIAgent||f|5
AssetTypeMCP|AssetSubTypeMCPServer|AssetStatusDiscovered|f|18
AssetTypeSkill|AssetSubTypeSkill|AssetStatusDiscovered|f|196
AssetTypeSubAgent|AssetSubTypeSubAgent|AssetStatusDiscovered|f|52
(4 rows)

--- assets (name|type|sub_type|unique_identifier|status|is_deleted|version|host_type|surface|app_definition_id|awaiting_discovery)
verify|subagent::8a2722602766fbce64841deaeaa1bcdac09796ab61a75203a4d75060c56912d0|8a2722602766fbce64841deaeaa1bcdac09796ab61a75203a4d75060c56912d0|md
verify|subagent::a1845c62d1592e7cb71f5417014e00da0e9a0bbc06ca71eb7a4b12b4ecd5e57e|a1845c62d1592e7cb71f5417014e00da0e9a0bbc06ca71eb7a4b12b4ecd5e57e|md
verify|subagent::a1c15d888a82107ef1f7aa4db84e261f6a5602def3ccd44d24e7c147d7b7881d|a1c15d888a82107ef1f7aa4db84e261f6a5602def3ccd44d24e7c147d7b7881d|md
verify|subagent::a4cb5be93298660c2f41d463731b6e643de99e11f469bf4c6488b445244fefcf|a4cb5be93298660c2f41d463731b6e643de99e11f469bf4c6488b445244fefcf|md
verify|subagent::ab774c6e0dbc7b83c1e3247190c680014db7ac325f9546a44eee8bf168c5da3e|ab774c6e0dbc7b83c1e3247190c680014db7ac325f9546a44eee8bf168c5da3e|md
verify|subagent::b2b078f86049d527919224f4068f76b5fc1a505c83eecb157530480c7709177e|b2b078f86049d527919224f4068f76b5fc1a505c83eecb157530480c7709177e|md
verify|subagent::b3ff3fdd9e1712d1d196e22b2873e2de6da58088373754b0a59a63ffb8949ad9|b3ff3fdd9e1712d1d196e22b2873e2de6da58088373754b0a59a63ffb8949ad9|md
(52 rows)

--- usage sessions (external_id|actor|email|has_content_events|account_type)
external_id|coalesce|coalesce|has_content_events|coalesce
20260820_151252_e3d81b|||t|
20260820_151305_375029|||t|
20260820_151337_eb27c9|||t|
20260820_151405_ddee2d|||t|
20260820_151441_7d6a69|||t|
20260820_151512_e1a50e|||t|
20260820_170223_4c6d94|||t|
20260820_215306_c9be95|||t|
20260820_235931_3ce444|||t|
20260821_000733_7be930|||t|
20260821_001459_13e0b5|||t|
20260821_002214_f12ead|||t|
(12 rows)

--- scanner installations (agents|mcp|skills|version|trigger|host_type|scan_command)
total_agents|total_mcp_servers|total_skills|coalesce|coalesce|coalesce|coalesce
5|18|205|dev|INSTALL_SCRIPT||/tmp/onyx-scanner scan --verbose --endpoint ****** --api-key ******
(1 row)

--- asset connections (type|src|dst|is_deleted|metadata)
connection_type|?column?|?column?|is_deleted|metadata
AgentToMcp|AssetTypeDesktopAgent:Claude (coder)|AssetTypeMCP:Onyx Lab MCP|f|{"sources": [{"kind": "extension", "name": "Onyx Lab MCP"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Context7 MCP Server|f|{"sources": [{"kind": "plugin", "name": "codebase-agents"}, {"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Firefox DevTools MCP Server|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Gmail|f|{"sources": [{"kind": "web_connector", "name": "Gmail"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Google Calendar|f|{"sources": [{"kind": "web_connector", "name": "Google Calendar"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Google Drive|f|{"sources": [{"kind": "web_connector", "name": "Google Drive"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Local MCP Server (.claude/scripts/prod-db-cached.sh)|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Local MCP Server (.claude/scripts/stg-db-cached.sh)|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Local MCP Server (/home/coder/.claude/plugins/cache/claude-ftw/autonomous-workflow/2.10.0/dist/bundle.cjs)|f|{"sources": [{"kind": "plugin", "name": "autonomous-workflow"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Local MCP Server (/opt/coder/coder)|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Local MCP Server (mailosaur-mcp-server.js)|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Notion MCP Server|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Playwright MCP Server|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Playwright MCP Server|f|{"sources": [{"kind": "plugin", "name": "playwright"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Remote MCP Server (https://kraft.onyxhub.io/api/mcp)|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Slack|f|{"sources": [{"kind": "web_connector", "name": "Slack"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:mcp-remote MCP Server|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:mcp-remote MCP Server|f|{"sources": [{"kind": "plugin", "name": "codebase-agents"}, {"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:acquire-dev-env|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:autonomous-workflow|f|{"sources": [{"kind": "plugin", "name": "autonomous-workflow"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:browser-sso-login|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:build-and-load-extension|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:capture-run-recording|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:ci-watch|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:clickup|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:coder-sso-identity|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:collect-base-tickets|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:design-handoff|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:dev-and-e2e-workflow|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:drive-api-e2e|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:drive-browser|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:drive-onyx-forms|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:drive-site|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:duplicate-eval-tickets|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:duplicate-ticket|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:e2e-front-door|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:explore-and-clone-org-repos|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:external-api-v2|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:fix-box-env|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:frontend-reuse|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:frontend-review|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:gh-pr-operations|f|{"sources": [{"kind": "plugin", "name": "codebase-agents"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:github-pr-images|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:handle-feedback|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:installer-release|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:lab-conventions|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:lab-machine|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:lab-r20-head-20260820105807|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:lab-r20-head-20260820120110|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:lab-r20-head-20260820153229|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:lab-r20-head-20260820155354|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:lab-w24-20260821002158|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:lab-w7-merge-20260820080022|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:lab-w8-final-20260820082330|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:launchdarkly-dev-flags|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:local-dev-stack|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:log-in-to-local-tilt|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:mcp-gateway-e2e|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:onyx-docs|f|{"sources": [{"kind": "plugin", "name": "codebase-agents"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:optimized-planning|f|{"sources": [{"kind": "plugin", "name": "optimized-planning"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:plan-before-implement|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:playwright-cli|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:pre-push-validate|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:preview-flow-run|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:promote-component|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:provision-lab-resources|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:python-integrations|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:query-database|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:receive-review|f|{"sources": [{"kind": "plugin", "name": "codebase-agents"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:reconcile-or-escalate-spec|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:reproduce-prod-baseline|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:reuse-check|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:run-artifacts|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:scanner-flow-e2e|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:setup-r20-probe-20260820102407|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:simplify-code|f|{"sources": [{"kind": "plugin", "name": "codebase-agents"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:simulate-agent-traffic|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:slack-notify|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:slack-research|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:stack-health|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:staging-env-auth|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:start-eval-branch|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:temporal-workflows|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:testing-standard|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:tilt-dev|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:tilt-ui-auth|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:use-azure-lab|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:use-cursor-hooks|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:use-gcp-lab|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:validate-fully|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verification-before-completion|f|{"sources": [{"kind": "plugin", "name": "optimized-planning"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-and-capture-evidence|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-in-product-ui|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r10-20260820001141|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r11-20260820011507|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r12-20260820014231|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r13-20260820021811|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r13b-flagoff-20260820022732|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r13c-restore-20260820023009|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r14-20260820030445|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r15-20260820033314|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r16-20260820044304|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r16b-flagoff-20260820044608|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r17-20260820053739|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r18-at1at2at3-20260820070458|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r18-at4at5-20260820070231|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r18-at9-20260820070420|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r18-at9b-20260820070620|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r18-created-20260820070148|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r19-20260820091500|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r19-at3-sibling|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r19-clean-probe|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r19-cutover-probe|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r20-20260820135311|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r20b-sibling-135827|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r20c-replay-140240|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r20d-flagoff-142434|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r20e-usage-142904|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r21-202837|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r21b-203209|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r21c-203907|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r21d-flagoff-205651|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r21e-210138|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r22-20260820230439|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r23-20260821014411|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r23-flagoff-20260821015811|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r6-20260819184933|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r7-20260819203329|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r8-20260819210732|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:verify-r9-20260819223149|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:vr22-cutover-20260820233628|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:vr22-flagoff-20260820231104|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:vr22-replay-20260820231614|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:vr22-sibling-20260820232723|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:vr23-boot-probe-20260821015227|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:vr23-crash2-20260821022445|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:vr23-crashreplay-20260821022228|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:vr23-dupstart-20260821022011|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:vr23-lockloss-20260821023545|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:vr23-replay-20260821020808|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:vr23-sibling-20260821023942|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:web-research|f|{"sources": [{"kind": "plugin", "name": "codebase-agents"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:work-clean-ignore-prior-runs|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeSkill:workstation|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:mastering-animate-presence|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-add-agent-guard-hooks|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-agent-platform-init|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-agent-platform-posture|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-agent-platform-research|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-agent-platform-runtime|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-agent-platform-runtime-brainstorm|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-migrate-go-integration|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-migrate-go-writer-planning|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-migrate-raw-entities-to-s3|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-migrate-temporal-payloads-to-s3|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-pre-pr|f|{"sources": [{"kind": "direct"}]}
AgentToSkill|AssetTypeDesktopAgent:Codex (coder)|AssetTypeSkill:source-command-resolve-pr|f|{"sources": [{"kind": "direct"}]}
